,XMEAS1,XMEAS2,XMEAS3,XMEAS4,XMEAS5,XMEAS6,XMEAS7,XMEAS8,XMEAS9,XMEAS10,XMEAS11,XMEAS12,XMEAS13,XMEAS14,XMEAS15,XMEAS16,XMEAS17,XMEAS18,XMEAS19,XMEAS20,XMEAS21,XMEAS22,XMEAS23,XMEAS24,XMEAS25,XMEAS26,XMEAS27,XMEAS28,XMEAS29,XMEAS30,XMEAS31,XMEAS32,XMEAS33,XMEAS34,XMEAS35,XMEAS36,XMEAS37,XMEAS38,XMEAS39,XMEAS40,XMEAS41
536,0.67896,3679.6,4519.3,8.9096,26.887,41.906,2712.1,74.701,120.42,0.31987,80.24,48.821,2641.5,24.146,50.869,3106.2,22.95,68.237,277.17,344.89,94.56,77.53,32.641,8.894,26.142,6.5938,17.881,1.6869,33.853,13.828,23.631,1.161,17.843,2.3548,4.8191,2.268,0.018786,0.80867,0.1022,52.74,44.24
537,0.67825,3677.3,4518.4,8.8865,27.01,41.991,2710.9,75.893,120.4,0.31284,80.165,48.745,2641.5,24.031,50.348,3104.4,23.463,68.256,275.91,344.87,94.492,77.607,32.641,8.894,26.142,6.5938,17.881,1.6869,33.853,13.828,23.631,1.161,17.843,2.3548,4.8191,2.268,0.018786,0.80867,0.1022,52.74,44.24
538,0.7144,3709.2,4573.5,8.6394,26.777,42.409,2710.7,75.266,120.43,0.32059,80.175,48.876,2640.2,25.044,50.538,3106.2,23.695,68.252,278.34,344.0,94.443,77.195,32.646,8.8244,26.359,6.793,18.493,1.7536,33.543,13.845,23.675,1.1563,18.596,2.3578,4.8125,2.3102,0.018786,0.80867,0.1022,52.74,44.24
539,0.71337,3727.8,4573.4,8.8439,26.843,42.084,2708.4,75.421,120.41,0.32206,80.128,50.824,2637.6,22.457,47.563,3104.6,23.099,68.257,276.26,343.5,94.326,77.316,32.646,8.8244,26.359,6.793,18.493,1.7536,33.543,13.845,23.675,1.1563,18.596,2.3578,4.8125,2.3102,0.018786,0.80867,0.1022,52.74,44.24
540,0.7094,3690.1,4539.9,8.7777,26.703,42.296,2703.8,74.548,120.42,0.32366,79.86,51.175,2632.6,26.129,50.849,3100.3,22.061,68.171,274.9,343.25,94.536,77.064,32.462,8.8308,26.311,6.9398,18.113,1.6941,33.709,13.968,23.947,1.2583,17.617,2.346,4.8303,2.2894,0.029101,0.80611,0.097718,53.359,44.204
541,0.70875,3711.4,4530.5,8.7187,26.889,42.271,2704.0,75.49,120.39,0.31945,79.942,50.86,2632.7,25.689,49.858,3098.4,23.185,68.086,277.53,343.28,94.511,77.005,32.462,8.8308,26.311,6.9398,18.113,1.6941,33.709,13.968,23.947,1.2583,17.617,2.346,4.8303,2.2894,0.029101,0.80611,0.097718,53.359,44.204
542,0.72489,3667.0,4537.8,8.8552,27.186,41.875,2702.1,75.492,120.39,0.33339,79.94,50.268,2631.6,25.783,51.302,3096.4,23.205,68.031,274.34,342.7,94.656,77.378,32.245,8.7933,26.108,7.0383,18.516,1.7048,33.729,13.754,23.44,1.2503,18.251,2.3337,4.8331,2.3639,0.029101,0.80611,0.097718,53.359,44.204
543,0.72471,3645.7,4597.1,8.808,26.571,42.423,2703.8,75.204,120.41,0.33386,80.115,51.868,2632.8,24.839,49.99,3098.6,23.692,68.026,272.54,342.04,94.724,77.245,32.245,8.7933,26.108,7.0383,18.516,1.7048,33.729,13.754,23.44,1.2503,18.251,2.3337,4.8331,2.3639,0.029101,0.80611,0.097718,53.359,44.204
544,0.74253,3606.2,4538.0,8.6852,26.846,42.029,2707.7,75.081,120.37,0.3102,80.463,52.092,2637.4,25.749,50.988,3101.7,23.059,68.073,272.2,342.13,94.528,78.026,32.353,9.0711,26.814,7.0002,18.516,1.7176,33.187,13.965,23.285,1.3136,18.305,2.2734,4.8524,2.307,0.029101,0.80611,0.097718,53.359,44.204
545,0.74278,3634.0,4513.2,8.8304,26.859,42.138,2709.9,74.305,120.41,0.3104,80.642,50.288,2640.1,24.221,50.11,3105.7,22.75,68.137,269.35,341.93,94.758,77.707,32.353,9.0711,26.814,7.0002,18.516,1.7176,33.187,13.965,23.285,1.3136,18.305,2.2734,4.8524,2.307,0.011397,0.80411,0.11105,53.115,43.684
546,0.73158,3623.1,4539.0,8.7605,27.06,42.211,2708.1,75.123,120.37,0.33593,80.356,50.047,2636.3,25.004,49.639,3105.3,23.505,68.159,269.4,341.12,94.617,77.278,32.331,9.1195,26.195,6.8479,18.623,1.7144,32.905,13.912,23.92,1.3358,18.099,2.3365,4.8266,2.2782,0.011397,0.80411,0.11105,53.115,43.684
547,0.73442,3614.5,4514.3,8.8213,26.998,42.401,2707.2,75.794,120.4,0.33565,80.18,50.01,2635.9,25.815,48.915,3103.1,21.158,68.081,269.44,342.0,94.704,77.316,32.331,9.1195,26.195,6.8479,18.623,1.7144,32.905,13.912,23.92,1.3358,18.099,2.3365,4.8266,2.2782,0.011397,0.80411,0.11105,53.115,43.684
548,0.73026,3663.0,4533.2,8.766,26.886,42.353,2704.9,75.334,120.36,0.32791,79.994,51.616,2633.3,26.515,51.796,3101.4,22.858,67.963,268.91,341.74,94.854,77.055,32.314,8.8371,26.537,6.8039,18.68,1.7303,33.229,13.798,23.618,1.3037,18.696,2.3431,4.9761,2.4079,0.011397,0.80411,0.11105,53.115,43.684
549,0.73004,3665.5,4509.7,8.8705,26.942,42.082,2704.3,75.652,120.41,0.33049,79.982,51.148,2633.4,25.446,49.008,3100.3,22.446,67.872,269.25,341.54,94.579,76.974,32.314,8.8371,26.537,6.8039,18.68,1.7303,33.229,13.798,23.618,1.3037,18.696,2.3431,4.9761,2.4079,0.011397,0.80411,0.11105,53.115,43.684
550,0.73353,3679.2,4524.3,8.7134,26.822,42.349,2704.3,75.346,120.39,0.32014,80.062,51.603,2633.2,25.316,49.598,3100.8,22.881,67.821,266.27,341.51,94.682,77.1,32.311,8.9386,26.127,6.7523,18.886,1.7354,33.0,13.873,23.777,1.0354,18.825,2.3128,4.8459,2.3256,0.017187,0.81929,0.11823,53.765,44.484
551,0.73235,3651.6,4516.3,8.739,27.133,42.234,2704.2,74.868,120.41,0.31474,80.148,49.72,2632.9,26.045,49.736,3101.7,24.004,67.799,264.91,340.71,94.64,77.504,32.311,8.9386,26.127,6.7523,18.886,1.7354,33.0,13.873,23.777,1.0354,18.825,2.3128,4.8459,2.3256,0.017187,0.81929,0.11823,53.765,44.484
552,0.73092,3716.2,4520.0,8.8018,26.728,42.203,2704.7,74.034,120.39,0.32464,80.404,50.865,2633.6,25.02,49.715,3102.2,21.975,67.806,265.12,340.21,94.523,77.424,32.316,8.8165,25.736,6.9663,18.865,1.6867,32.941,13.718,23.691,1.198,18.097,2.3464,4.8501,2.24,0.017187,0.81929,0.11823,53.765,44.484
553,0.73428,3677.1,4505.8,8.8852,26.861,42.282,2702.7,74.343,120.44,0.32393,80.362,49.767,2631.5,25.369,50.424,3101.2,22.876,67.841,263.38,340.11,94.544,77.527,32.316,8.8165,25.736,6.9663,18.865,1.6867,32.941,13.718,23.691,1.198,18.097,2.3464,4.8501,2.24,0.017187,0.81929,0.11823,53.765,44.484
554,0.72754,3649.9,4487.0,8.7687,26.648,42.049,2701.0,75.964,120.41,0.31024,80.316,51.323,2629.5,25.184,50.871,3098.7,23.731,67.815,262.81,340.29,94.688,77.151,32.565,9.0043,26.633,6.7664,18.651,1.7239,32.784,13.912,23.8,1.2707,18.673,2.2932,4.8584,2.2637,0.017187,0.81929,0.11823,53.765,44.484
555,0.72796,3638.8,4477.1,8.7317,26.87,42.265,2702.6,74.809,120.4,0.3061,80.434,49.002,2631.2,24.958,49.864,3098.1,22.206,67.789,262.42,340.4,94.741,77.253,32.565,9.0043,26.633,6.7664,18.651,1.7239,32.784,13.912,23.8,1.2707,18.673,2.2932,4.8584,2.2637,0.018895,0.81504,0.093646,54.064,42.813
556,0.70407,3708.4,4495.9,8.6488,27.177,42.102,2697.2,75.528,120.39,0.32968,80.106,49.724,2625.8,23.866,51.113,3095.8,22.203,67.741,261.08,339.9,94.757,76.548,31.716,8.8588,26.662,6.9231,18.867,1.6624,33.117,13.736,24.118,1.224,18.473,2.3021,4.8939,2.3692,0.018895,0.81504,0.093646,54.064,42.813
557,0.70155,3688.4,4518.3,8.7274,27.141,42.554,2694.1,74.687,120.41,0.32767,79.964,49.236,2622.4,23.453,49.396,3093.0,24.276,67.649,260.31,339.41,94.674,77.097,31.716,8.8588,26.662,6.9231,18.867,1.6624,33.117,13.736,24.118,1.224,18.473,2.3021,4.8939,2.3692,0.018895,0.81504,0.093646,54.064,42.813
558,0.78645,3640.9,4501.1,8.8511,27.19,42.76,2696.1,74.959,120.4,0.31347,80.135,48.622,2623.5,25.036,49.776,3095.3,23.321,67.598,260.98,338.96,94.69,77.283,32.32,8.9616,26.298,6.7954,18.285,1.656,32.611,13.824,24.166,1.2482,18.945,2.3768,4.8287,2.3031,0.018895,0.81504,0.093646,54.064,42.813
559,0.78528,3629.6,4522.1,8.8231,26.83,41.967,2700.9,75.772,120.38,0.3103,80.545,50.92,2629.5,25.959,50.27,3099.3,22.274,67.612,262.53,338.64,94.654,77.804,32.32,8.9616,26.298,6.7954,18.285,1.656,32.611,13.824,24.166,1.2482,18.945,2.3768,4.8287,2.3031,0.018895,0.81504,0.093646,54.064,42.813
560,0.7286,3707.2,4534.2,8.8864,26.963,41.891,2701.4,75.23,120.43,0.31744,80.744,49.741,2629.4,22.341,50.842,3101.9,23.019,67.715,259.11,338.74,94.612,77.631,32.371,9.1141,26.254,6.8907,19.095,1.7158,32.575,13.899,23.181,1.3608,18.751,2.3514,4.7366,2.2721,-0.0046518,0.8384,0.099378,53.713,44.089
561,0.72783,3658.2,4572.3,8.8612,26.826,42.508,2698.4,75.084,120.41,0.32107,80.578,50.763,2626.7,23.524,48.938,3101.2,22.311,67.751,257.33,337.51,94.607,77.178,32.371,9.1141,26.254,6.8907,19.095,1.7158,32.575,13.899,23.181,1.3608,18.751,2.3514,4.7366,2.2721,-0.0046518,0.8384,0.099378,53.713,44.089
562,0.722,3685.2,4461.4,8.7101,26.974,42.541,2694.2,74.597,120.39,0.32854,80.238,49.871,2621.8,24.199,49.25,3095.1,22.594,67.7,257.17,337.97,94.741,76.792,31.783,8.9999,26.163,6.7588,19.477,1.7165,32.604,13.841,24.142,1.2227,19.484,2.3394,4.9242,2.292,-0.0046518,0.8384,0.099378,53.713,44.089
563,0.72412,3637.2,4471.1,8.7512,27.192,41.831,2692.0,75.417,120.39,0.32857,80.095,49.135,2619.2,26.217,49.21,3091.1,23.096,67.595,257.4,337.64,94.762,76.883,31.783,8.9999,26.163,6.7588,19.477,1.7165,32.604,13.841,24.142,1.2227,19.484,2.3394,4.9242,2.292,-0.0046518,0.8384,0.099378,53.713,44.089
564,0.78034,3702.2,4424.8,8.7589,26.599,42.005,2693.1,74.31,120.41,0.32322,80.264,50.403,2620.6,26.722,51.186,3092.6,22.836,67.496,256.49,337.91,94.692,77.071,32.109,8.8667,26.257,7.0674,18.966,1.7327,32.108,13.794,23.834,1.3247,19.324,2.3342,4.9201,2.3381,-0.0046518,0.8384,0.099378,53.713,44.089
565,0.78217,3684.4,4437.5,8.7132,26.998,42.473,2692.0,74.707,120.41,0.32317,80.329,49.744,2620.5,25.536,48.969,3093.4,23.766,67.477,257.25,337.74,94.683,77.125,32.109,8.8667,26.257,7.0674,18.966,1.7327,32.108,13.794,23.834,1.3247,19.324,2.3342,4.9201,2.3381,0.017605,0.85467,0.10537,53.836,44.099
566,0.75186,3643.2,4488.6,8.8713,26.93,42.024,2693.5,75.286,120.37,0.31452,80.679,49.913,2622.5,24.39,49.593,3094.8,23.868,67.53,259.24,337.33,94.736,77.85,31.946,9.102,25.951,6.817,19.027,1.6779,32.74,13.767,23.761,1.2508,18.625,2.36,4.8721,2.2932,0.017605,0.85467,0.10537,53.836,44.099
567,0.74992,3631.3,4518.2,8.7619,26.967,42.197,2695.8,76.554,120.42,0.31601,80.793,50.389,2624.3,25.04,50.34,3095.3,22.801,67.625,255.85,337.67,94.771,77.739,31.946,9.102,25.951,6.817,19.027,1.6779,32.74,13.767,23.761,1.2508,18.625,2.36,4.8721,2.2932,0.017605,0.85467,0.10537,53.836,44.099
568,0.76768,3681.1,4436.0,8.7878,26.929,42.307,2696.3,74.7,120.38,0.31324,80.874,48.313,2624.5,23.35,50.253,3099.0,22.95,67.702,253.89,337.07,94.713,77.481,32.043,8.8805,26.213,7.0183,19.032,1.6891,32.294,13.814,23.851,1.1042,18.97,2.3209,4.9841,2.3119,0.017605,0.85467,0.10537,53.836,44.099
569,0.76899,3703.3,4447.0,8.6259,27.221,42.573,2693.6,75.851,120.41,0.30963,80.596,48.264,2621.5,27.494,48.715,3096.5,23.258,67.73,254.86,336.73,94.612,77.151,32.043,8.8805,26.213,7.0183,19.032,1.6891,32.294,13.814,23.851,1.1042,18.97,2.3209,4.9841,2.3119,0.017605,0.85467,0.10537,53.836,44.099
570,0.76109,3615.5,4440.6,8.7373,26.841,42.433,2691.8,74.287,120.39,0.31495,80.334,49.032,2619.0,25.048,48.913,3092.7,22.4,67.677,255.24,336.88,94.86,76.971,31.659,9.1914,26.284,6.7316,19.193,1.6972,32.406,13.939,23.973,1.2849,18.646,2.3186,5.07,2.319,0.014578,0.8507,0.093354,54.833,43.959
571,0.76366,3613.9,4441.3,8.736,26.451,42.614,2691.0,75.592,120.37,0.31838,80.231,50.682,2619.3,27.224,48.971,3092.8,22.989,67.553,258.33,337.33,94.82,76.97,31.659,9.1914,26.284,6.7316,19.193,1.6972,32.406,13.939,23.973,1.2849,18.646,2.3186,5.07,2.319,0.014578,0.8507,0.093354,54.833,43.959
572,0.80085,3706.4,4433.5,8.7626,26.837,42.473,2692.6,74.528,120.4,0.3312,80.231,49.59,2619.5,25.563,51.213,3094.3,23.158,67.506,260.84,337.26,94.723,77.227,31.939,8.9375,25.828,6.8675,19.19,1.7254,32.487,13.84,23.249,1.3866,19.243,2.3385,4.9792,2.3535,0.014578,0.8507,0.093354,54.833,43.959
573,0.80153,3713.1,4478.9,8.709,26.927,42.265,2697.1,74.696,120.42,0.33049,80.682,50.917,2626.1,25.302,51.384,3096.7,22.624,67.519,260.75,337.94,94.571,78.035,31.939,8.9375,25.828,6.8675,19.19,1.7254,32.487,13.84,23.249,1.3866,19.243,2.3385,4.9792,2.3535,0.014578,0.8507,0.093354,54.833,43.959
574,0.77774,3647.9,4416.0,8.652,26.68,42.053,2697.3,74.407,120.41,0.31862,80.796,49.25,2625.0,24.833,49.151,3097.9,22.865,67.673,260.45,337.61,94.494,77.316,32.026,9.026,26.3,6.7746,19.328,1.7003,32.442,13.886,23.615,1.3056,19.559,2.337,4.8895,2.3248,0.014578,0.8507,0.093354,54.833,43.959
575,0.77989,3694.6,4421.9,8.8142,26.88,42.363,2695.7,75.336,120.41,0.3201,80.568,50.654,2622.9,24.886,47.837,3096.5,23.591,67.722,258.23,337.93,94.615,76.98,32.026,9.026,26.3,6.7746,19.328,1.7003,32.442,13.886,23.615,1.3056,19.559,2.337,4.8895,2.3248,0.029817,0.86679,0.10734,54.038,44.638
576,0.77014,3706.0,4466.6,8.8172,27.267,42.299,2693.8,74.98,120.4,0.32537,80.5,50.984,2621.7,24.947,50.857,3094.2,23.222,67.693,261.63,337.89,94.552,77.655,31.798,8.9911,26.184,6.9205,19.236,1.7126,32.524,13.905,23.537,1.411,18.992,2.3464,4.9378,2.3133,0.029817,0.86679,0.10734,54.038,44.638
577,0.77397,3683.0,4443.5,8.7562,26.927,42.539,2693.7,75.306,120.42,0.32499,80.658,48.788,2622.1,24.935,51.09,3094.9,22.772,67.736,258.85,337.89,94.513,77.222,31.798,8.9911,26.184,6.9205,19.236,1.7126,32.524,13.905,23.537,1.411,18.992,2.3464,4.9378,2.3133,0.029817,0.86679,0.10734,54.038,44.638
578,0.79407,3613.8,4412.9,8.7269,26.651,42.589,2692.5,74.242,120.38,0.32929,80.479,49.865,2620.3,24.554,51.911,3093.1,22.609,67.758,260.73,337.99,94.7,77.038,32.388,8.7523,26.192,7.0127,18.788,1.7499,32.249,13.697,23.804,1.2271,19.003,2.3542,4.9411,2.2078,0.029817,0.86679,0.10734,54.038,44.638
579,0.79653,3680.5,4437.4,8.7624,26.942,42.228,2692.2,75.884,120.41,0.33024,80.439,49.182,2620.1,24.952,50.735,3093.0,22.365,67.749,261.62,338.02,94.635,77.369,32.388,8.7523,26.192,7.0127,18.788,1.7499,32.249,13.697,23.804,1.2271,19.003,2.3542,4.9411,2.2078,0.029817,0.86679,0.10734,54.038,44.638
580,0.74178,3664.6,4442.4,8.8824,27.311,42.346,2694.1,74.507,120.43,0.30681,80.526,49.916,2622.9,23.713,49.34,3092.1,22.461,67.736,262.93,338.7,94.736,77.473,31.492,8.7557,26.281,6.8017,18.731,1.6696,33.05,14.027,23.961,1.2499,18.739,2.3659,4.8731,2.3502,0.0090433,0.86755,0.10154,54.454,44.047
581,0.74165,3633.4,4454.4,8.8821,26.36,42.135,2695.6,74.673,120.37,0.30621,80.649,51.25,2624.7,25.212,51.142,3094.4,22.778,67.792,263.85,338.77,94.683,77.265,31.492,8.7557,26.281,6.8017,18.731,1.6696,33.05,14.027,23.961,1.2499,18.739,2.3659,4.8731,2.3502,0.0090433,0.86755,0.10154,54.454,44.047
582,0.83126,3677.4,4475.0,8.7531,27.178,42.36,2696.1,74.122,120.42,0.34026,80.48,48.88,2624.0,26.09,48.689,3097.8,22.069,67.824,264.93,338.54,94.674,77.092,31.833,8.904,25.915,6.8232,19.269,1.702,32.849,13.966,24.226,1.3695,19.039,2.3264,4.8933,2.3011,0.0090433,0.86755,0.10154,54.454,44.047
583,0.83122,3705.6,4495.1,8.7907,27.069,42.566,2696.4,75.343,120.43,0.34061,80.483,49.74,2624.7,25.838,51.388,3098.1,23.356,67.826,263.42,338.24,94.484,77.699,31.833,8.904,25.915,6.8232,19.269,1.702,32.849,13.966,24.226,1.3695,19.039,2.3264,4.8933,2.3011,0.0090433,0.86755,0.10154,54.454,44.047
584,0.80462,3688.5,4400.7,8.8221,26.938,42.471,2695.8,75.121,120.39,0.33777,80.445,49.228,2624.5,26.884,49.207,3096.7,22.188,67.885,265.15,338.77,94.66,77.061,32.05,8.8881,25.79,6.8875,19.215,1.7182,32.286,13.869,23.626,1.4628,18.825,2.3741,4.9906,2.3118,0.0090433,0.86755,0.10154,54.454,44.047
585,0.80354,3670.2,4462.2,8.8813,26.805,42.079,2693.4,75.318,120.4,0.33985,80.213,51.418,2622.7,26.151,49.85,3093.6,23.323,67.836,266.56,339.28,94.467,77.096,32.05,8.8881,25.79,6.8875,19.215,1.7182,32.286,13.869,23.626,1.4628,18.825,2.3741,4.9906,2.3118,0.021624,0.85491,0.09822,53.836,43.165
586,0.78305,3696.4,4415.6,8.8518,26.584,42.333,2697.0,75.177,120.4,0.32983,80.511,48.593,2626.3,25.952,51.402,3094.3,22.387,67.861,267.87,339.96,94.619,77.696,32.416,8.9647,25.995,6.9194,19.148,1.7121,33.079,14.046,23.831,1.339,18.864,2.3568,4.9489,2.2741,0.021624,0.85491,0.09822,53.836,43.165
587,0.78303,3674.4,4421.1,8.8628,26.753,42.196,2698.2,74.135,120.39,0.32567,80.678,48.918,2627.0,24.508,49.835,3095.7,23.143,67.97,267.09,339.71,94.462,77.49,32.416,8.9647,25.995,6.9194,19.148,1.7121,33.079,14.046,23.831,1.339,18.864,2.3568,4.9489,2.2741,0.021624,0.85491,0.09822,53.836,43.165
588,0.74861,3628.9,4439.3,8.8148,26.669,42.591,2696.0,75.352,120.4,0.34563,80.594,50.637,2623.8,26.308,50.297,3095.5,22.488,68.046,269.28,339.39,94.605,77.571,32.083,8.8317,26.437,6.9908,19.233,1.6731,32.448,13.81,24.033,1.5071,18.663,2.3089,4.8684,2.3379,0.021624,0.85491,0.09822,53.836,43.165
589,0.74868,3655.6,4414.6,8.724,26.683,42.343,2693.2,75.052,120.39,0.34787,80.408,50.021,2620.7,24.777,50.203,3092.6,23.008,68.113,271.32,339.31,94.712,76.87,32.083,8.8317,26.437,6.9908,19.233,1.6731,32.448,13.81,24.033,1.5071,18.663,2.3089,4.8684,2.3379,0.021624,0.85491,0.09822,53.836,43.165
590,0.7804,3637.6,4449.9,8.9367,26.789,42.365,2694.9,74.611,120.38,0.32025,80.381,51.026,2623.0,25.888,49.685,3092.0,23.25,68.069,271.73,340.05,94.707,77.506,32.117,9.0018,25.886,7.0098,18.864,1.7205,32.836,13.818,23.534,1.2351,18.593,2.3245,4.9856,2.3736,0.0094539,0.84626,0.091026,54.572,43.59
591,0.78146,3643.2,4451.4,8.751,27.003,42.348,2699.2,74.899,120.41,0.32526,80.706,49.777,2627.8,24.108,50.444,3094.9,23.133,68.127,273.09,340.5,94.641,77.821,32.117,9.0018,25.886,7.0098,18.864,1.7205,32.836,13.818,23.534,1.2351,18.593,2.3245,4.9856,2.3736,0.0094539,0.84626,0.091026,54.572,43.59
592,0.77898,3611.4,4481.3,8.7573,26.893,42.232,2698.0,74.452,120.39,0.32349,80.502,49.823,2625.9,25.833,51.054,3096.9,22.323,68.207,271.49,339.96,94.719,76.976,32.15,8.9628,26.13,6.8337,18.626,1.7075,32.659,13.757,23.719,1.2651,19.097,2.3763,4.9388,2.2634,0.0094539,0.84626,0.091026,54.572,43.59
593,0.77681,3654.1,4432.2,9.0099,26.801,42.476,2697.7,74.578,120.39,0.32196,80.25,50.364,2626.0,26.248,50.188,3095.4,23.6,68.165,273.45,340.49,94.726,77.293,32.15,8.9628,26.13,6.8337,18.626,1.7075,32.659,13.757,23.719,1.2651,19.097,2.3763,4.9388,2.2634,0.0094539,0.84626,0.091026,54.572,43.59
594,0.77413,3614.6,4499.8,8.761,26.871,42.407,2702.7,74.96,120.41,0.31909,80.446,49.1,2631.2,27.05,48.687,3099.9,22.412,68.145,273.96,340.98,94.556,77.609,32.479,8.8515,26.142,6.9157,18.796,1.7329,32.731,13.687,23.661,1.1982,18.895,2.3899,4.9512,2.3942,0.0094539,0.84626,0.091026,54.572,43.59
595,0.77557,3645.1,4497.1,8.7739,26.952,42.451,2703.0,74.084,120.4,0.31585,80.428,50.494,2631.7,23.308,48.928,3100.1,21.935,68.162,274.84,341.16,94.522,77.359,32.479,8.8515,26.142,6.9157,18.796,1.7329,32.731,13.687,23.661,1.1982,18.895,2.3899,4.9512,2.3942,0.0053656,0.84139,0.10223,52.587,43.069
596,0.74143,3634.0,4443.0,8.7263,27.056,42.67,2701.9,74.236,120.41,0.31144,80.317,49.214,2631.1,24.888,49.933,3099.3,23.442,68.174,275.9,341.4,94.547,77.699,32.462,8.9775,26.101,6.9843,19.339,1.728,32.862,13.787,23.735,1.3314,18.437,2.3552,4.8819,2.3045,0.0053656,0.84139,0.10223,52.587,43.069
597,0.74235,3666.7,4484.6,8.7774,27.014,42.215,2704.2,74.642,120.38,0.31156,80.506,49.788,2633.0,25.369,48.058,3101.2,22.602,68.186,275.85,341.29,94.551,77.677,32.462,8.9775,26.101,6.9843,19.339,1.728,32.862,13.787,23.735,1.3314,18.437,2.3552,4.8819,2.3045,0.0053656,0.84139,0.10223,52.587,43.069
598,0.74131,3644.8,4414.9,8.7906,26.797,42.588,2703.6,74.541,120.37,0.32139,80.306,48.932,2631.4,24.547,48.525,3098.8,22.426,68.202,275.8,341.52,94.655,77.138,32.118,8.9238,26.056,6.9623,18.423,1.74,32.968,13.709,23.676,1.0028,18.297,2.2881,4.936,2.2851,0.0053656,0.84139,0.10223,52.587,43.069
599,0.7401,3639.2,4418.6,8.8163,26.879,42.293,2701.5,74.115,120.4,0.318,80.086,49.313,2629.6,25.786,49.35,3097.3,22.985,68.181,275.33,341.53,94.745,77.094,32.118,8.9238,26.056,6.9623,18.423,1.74,32.968,13.709,23.676,1.0028,18.297,2.2881,4.936,2.2851,0.0053656,0.84139,0.10223,52.587,43.069
600,0.77455,3645.3,4571.1,8.9127,26.665,42.294,2704.0,74.353,120.42,0.31064,80.142,50.432,2632.5,24.875,49.866,3099.4,22.955,68.131,275.87,341.93,94.671,77.555,32.366,9.0613,26.418,6.8311,18.726,1.7263,32.669,13.815,24.086,1.1825,18.764,2.3659,4.9036,2.3521,-0.0040402,0.81979,0.10607,53.363,43.423
601,0.77071,3676.2,4500.5,8.805,26.979,42.211,2707.4,74.482,120.39,0.31284,80.324,49.823,2636.4,24.116,51.46,3104.3,22.185,68.159,276.14,342.09,94.617,77.498,32.366,9.0613,26.418,6.8311,18.726,1.7263,32.669,13.815,24.086,1.1825,18.764,2.3659,4.9036,2.3521,-0.0040402,0.81979,0.10607,53.363,43.423
602,0.74693,3699.7,4487.0,8.8293,26.844,42.491,2708.0,74.55,120.42,0.32386,80.222,49.459,2637.6,27.673,49.506,3104.3,23.334,68.146,276.33,342.28,94.583,77.297,32.407,8.9258,26.056,6.9605,18.722,1.7205,33.053,13.834,23.822,1.2649,18.531,2.3275,4.8557,2.3229,-0.0040402,0.81979,0.10607,53.363,43.423
603,0.74907,3683.1,4447.2,8.7848,27.238,42.58,2707.9,74.863,120.37,0.32387,80.102,49.993,2636.8,25.171,49.335,3105.2,21.903,68.152,278.41,342.13,94.547,77.356,32.407,8.9258,26.056,6.9605,18.722,1.7205,33.053,13.834,23.822,1.2649,18.531,2.3275,4.8557,2.3229,-0.0040402,0.81979,0.10607,53.363,43.423
604,0.7436,3620.5,4482.0,8.8814,27.23,42.093,2707.2,73.847,120.41,0.32626,79.962,50.372,2635.5,26.245,48.855,3103.2,24.092,68.12,277.14,342.3,94.523,77.248,32.104,9.1552,26.002,6.8979,18.331,1.7359,32.757,13.923,23.822,1.357,18.122,2.3673,4.7963,2.268,-0.0040402,0.81979,0.10607,53.363,43.423
605,0.74416,3618.2,4498.3,8.8093,27.41,42.198,2709.8,74.825,120.39,0.32645,80.112,50.978,2639.0,23.899,50.524,3104.4,22.226,68.088,278.99,342.9,94.692,77.55,32.104,9.1552,26.002,6.8979,18.331,1.7359,32.757,13.923,23.822,1.357,18.122,2.3673,4.7963,2.268,0.025572,0.82014,0.085474,54.064,44.627
606,0.76963,3695.4,4527.1,8.9158,26.81,42.478,2710.9,74.36,120.41,0.33698,80.154,48.04,2639.7,26.149,48.47,3108.6,23.457,68.09,275.45,342.53,94.555,77.466,32.808,8.8627,26.14,6.822,19.125,1.7126,32.968,13.741,24.35,1.261,18.482,2.3637,4.8133,2.3744,0.025572,0.82014,0.085474,54.064,44.627
607,0.76984,3645.2,4498.9,8.8911,26.647,42.832,2715.6,74.779,120.4,0.33572,80.365,50.146,2644.6,23.364,51.869,3110.5,23.748,68.13,276.8,342.92,94.566,77.803,32.808,8.8627,26.14,6.822,19.125,1.7126,32.968,13.741,24.35,1.261,18.482,2.3637,4.8133,2.3744,0.025572,0.82014,0.085474,54.064,44.627
608,0.7003,3672.8,4419.4,8.9032,26.611,41.986,2713.1,74.178,120.39,0.31438,80.31,49.272,2642.0,25.185,48.496,3110.4,23.665,68.159,276.66,342.65,94.519,77.435,32.513,8.7604,26.473,6.7331,18.664,1.7044,32.49,13.754,24.069,1.2274,18.41,2.3242,4.8437,2.3696,0.025572,0.82014,0.085474,54.064,44.627
609,0.70013,3652.8,4462.7,8.7964,27.038,42.449,2711.6,74.07,120.43,0.31585,80.109,50.137,2640.7,23.15,50.155,3106.8,23.178,68.185,274.16,343.09,94.516,77.231,32.513,8.7604,26.473,6.7331,18.664,1.7044,32.49,13.754,24.069,1.2274,18.41,2.3242,4.8437,2.3696,0.025572,0.82014,0.085474,54.064,44.627
